iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
GNB,Africa,Guinea-Bissau,2020-05-11,726.0,85.0,3.0,0.0,368.903,43.191,1.524,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-12,761.0,35.0,3.0,0.0,386.687,17.785,1.524,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-13,820.0,59.0,3.0,0.0,416.667,29.98,1.524,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-14,820.0,0.0,3.0,0.0,416.667,0.0,1.524,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-15,913.0,93.0,3.0,0.0,463.923,47.256,1.524,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-16,913.0,0.0,3.0,0.0,463.923,0.0,1.524,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-17,913.0,0.0,3.0,0.0,463.923,0.0,1.524,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-18,990.0,77.0,4.0,1.0,503.049,39.126,2.033,0.508,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-19,990.0,0.0,4.0,0.0,503.049,0.0,2.033,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-20,1038.0,48.0,6.0,2.0,527.44,24.39,3.049,1.016,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-21,1038.0,0.0,6.0,0.0,527.44,0.0,3.049,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-22,1089.0,51.0,6.0,0.0,553.354,25.915,3.049,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-23,1089.0,0.0,6.0,0.0,553.354,0.0,3.049,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-24,1114.0,25.0,6.0,0.0,566.057,12.703,3.049,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-25,1173.0,59.0,6.0,0.0,596.037,29.98,3.049,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-26,1173.0,0.0,6.0,0.0,596.037,0.0,3.049,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-27,1173.0,0.0,6.0,0.0,596.037,0.0,3.049,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-28,1178.0,5.0,7.0,1.0,598.578,2.541,3.557,0.508,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-29,1178.0,0.0,7.0,0.0,598.578,0.0,3.557,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-30,1256.0,78.0,8.0,1.0,638.212,39.634,4.065,0.508,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-05-31,1256.0,0.0,8.0,0.0,638.212,0.0,4.065,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-01,1322.0,66.0,8.0,0.0,671.749,33.537,4.065,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-02,1339.0,17.0,8.0,0.0,680.387,8.638,4.065,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-03,1339.0,0.0,8.0,0.0,680.387,0.0,4.065,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-04,1339.0,0.0,8.0,0.0,680.387,0.0,4.065,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-05,1346.0,7.0,9.0,1.0,683.944,3.557,4.573,0.508,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-06,1368.0,22.0,12.0,3.0,695.123,11.179,6.098,1.524,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-07,1368.0,0.0,12.0,0.0,695.123,0.0,6.098,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-08,1368.0,0.0,12.0,0.0,695.123,0.0,6.098,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
GNB,Africa,Guinea-Bissau,2020-06-09,1389.0,21.0,12.0,0.0,705.793,10.671,6.098,0.0,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32
